,City,Latitude,Longitude
1889937,los mochis,25.766667,-108.966667
2012182,owerri,5.483333,7.030407
2549555,velikiy novgorod,58.516667,31.283333
2982099,paradise,36.0972222,-115.1458333
2497580,prokopyevsk,53.9059,86.719
405999,concepcion,-36.833333,-73.05
2372855,biysk,52.536389,85.207222
2215452,mirpur khas,25.5251,69.0159
1260283,purwakarta,-6.556944,107.443333
2920988,modesto,37.6391667,-120.9958333
305165,mage,-22.655556,-43.015278
1548116,kisumu,-0.1,34.75
2142188,santa rosa,14.305579,121.110739
2505649,rybinsk,58.044598,38.842594
295256,colombo,-25.283333,-49.233333
3027423,garland,32.9125,-96.6386111
1260360,purwokerto,-7.421389,109.234444
1919216,alor setar,6.121045,100.360137
1944110,taiping,4.85,100.733333
1322613,ambarnath,19.2,73.166667
394012,daloa,6.877355,-6.450221
811544,san pedro de macoris,18.45,-69.3
301296,imperatriz,-5.533333,-47.483333
410599,bertoua,4.5833333,13.6833333
478479,haibowan,39.664722,106.812222
1546966,eldoret,0.5166667,35.2833333
1030690,serekunda,13.4425,-16.6813889
3035374,chesapeake,36.8188889,-76.2752778
2846175,pingchen,24.95,121.2
2749685,chon buri,13.362199,100.983454
2108337,binangonan,14.4646,121.1929
922497,bordeaux,44.840439,-0.5805
1528877,ageo,35.969722,139.588611
1359017,thanjavur,10.8,79.15
1331625,dhanbad,23.8,86.45
1340719,kharagpur,22.333333,87.333333
1543611,takarazuka,34.8,135.35
2134480,olongapo,14.8373,120.2868
1346542,mirzapur,25.15,82.583333
2111177,cabanatuan,15.4867,120.9676
2658956,paramaribo,5.8333333,-55.1666667
614505,wuxue,29.850578,115.552504
767883,oberhausen,51.466667,6.85
1460768,neyshabur,36.213288,58.795755
173521,banja luka,44.7758333,17.1855556
2373022,blagoveshchensk,50.266667,127.533333
2512495,shakhty,47.709106,40.214434
297108,embu,-23.65,-46.85
1996625,ikire,7.35,4.183333
1360134,ulubaria,22.471667,88.113611
139363,graz,47.066667,15.45
857336,badalona,41.447145,2.244789
627875,xintai,35.900556,117.751944
2952793,baton rouge,30.4505556,-91.1544444
1336518,imphal,24.816667,93.95
599769,tongchuan,34.898799,108.950562
1323064,ara,25.566667,84.666667
2221398,okara,30.808056,73.445833
208581,narayanganj,23.6233333,90.5011111
760541,magdeburg,52.166667,11.666667
3048077,madison,43.0730556,-89.4011111
886178,vitoria,42.85,-2.666667
2928706,hialeah,25.8572222,-80.2783333
283929,sucre,-19.0430556,-65.2591667
1960422,nacala,-14.5427778,40.6727778
597527,tianmen,30.65,113.1
2858325,tanga,-5.0666667,39.1
1339678,karnal,29.683333,76.983333
303467,juazeiro do norte,-7.2,-39.333333
355532,bukavu,-2.508333,28.860833
2006574,mubi,10.267607,13.26436
2914218,scottsdale,33.5091667,-111.8983333
1352920,raichur,16.2,77.366667
115986,huambo,-12.776111,15.739167
1476732,sabzevar,36.212598,57.681906
563476,ranghulu,46.65,124.866667
1356584,shrirampur,22.752778,88.342222
793293,arhus,56.153423,10.22553
1223241,majalaya,-7.0485,107.7631
2277662,radom,51.400963,21.15809
1994543,gusau,12.162784,6.661348
1353859,raurkela,22.2,84.883333
519686,liaocheng,36.443889,115.964722
2527464,staryy oskol,51.296667,37.841667
2282666,sosnowiec,50.272243,19.155039
2214968,mingaora,34.77584,72.36249
1352085,pondicherry,11.93,79.83
406883,iquique,-20.22083,-70.14306
2313023,san lorenzo,-25.333333,-57.533333
329460,nassau,25.0833333,-77.35
325747,sumare,-22.8,-47.283333
1940972,miri,4.4148,114.0089
2569633,zelenograd,56.001111,37.209167
3101935,rach gia,10.016667,105.083333
1877841,gomez palacio,25.566667,-103.5
2127081,lucena,13.9348,121.6127
301495,ipatinga,-19.5,-42.533333
1339601,karimnagar,18.433333,79.15
1149755,binjai,3.564,98.724
2333300,ploiesti,44.95,26.016667
1943983,sungai petani,5.646997,100.487724
3135507,uitenhage,-33.75757,25.397099
1359552,tiruvottiyur,13.157778,80.304167
1529524,atsugi,35.438889,139.359722
1326686,bharatpur,27.216667,77.483333
900546,espoo,60.216667,24.666667
2219927,nawabshah,26.248334,68.409554
2942471,fort wayne,41.1305556,-85.1288889
1159828,cibadak,-6.536389,106.770278
316515,sao jose dos pinhais,-25.516667,-49.216667
3054550,nukus,42.4530556,59.6102778
2531925,syktyvkar,61.676422,50.809941
1650692,qostanay,53.166667,63.583333
1866318,coatzacoalcos,18.15,-94.416667
1333530,gandhinagar,23.216667,72.683333
416666,ngaoundere,7.3166667,13.5833333
1543023,soka,35.820278,139.804444
2146558,taytay,14.5678,121.1394
220688,gent,51.05,3.716667
2908046,birmingham,33.5205556,-86.8025
1529826,chigasaki,35.326111,139.403889
2994534,greensboro,36.0725,-79.7922222
1333581,ganganagar,29.916667,73.883333
744859,halle,51.5,12.0
521999,linfen,36.088889,111.518889
2874447,kremenchuk,49.072005,33.427482
3135823,verwoerdburg,-25.840795,28.176102
2913066,chandler,33.3061111,-111.8405556
2468537,nizhnekamsk,55.636571,51.824474
2761269,turkmenabat,39.1013889,63.575
2656379,kismayo,-0.3666667,42.5333333
3119516,ibb,13.9666667,44.1833333
1076982,georgetown,6.8,-58.1666667
991215,derby,52.933333,-1.5
290752,boa vista,2.816667,-60.666667
1201947,kediri,-7.816667,112.016667
752928,kiel,54.333333,10.133333
1204405,kendari,-3.945,122.498889
294094,caruaru,-8.283333,-35.966667
852283,qena,26.17,32.7272222
2228749,sahiwal,30.666667,73.1
644002,yuci,37.680278,112.731944
855176,a coruna,43.366609,-8.406812
2173661,dera ghazi khan,30.056142,70.634766
2863689,chernivtsi,48.291488,25.940341
2630488,kosice,48.7166667,21.25
1353822,ratlam,23.316667,75.066667
1290993,tegal,-6.8694,109.1402
1828912,pathein,16.7833333,94.7333333
1916412,uruapan,19.416667,-102.066667
2761679,aryanah,36.860117,10.193371
1541551,sasebo,33.159167,129.722778
2241709,wah,33.797995,72.695703
2984292,jersey city,40.7280556,-74.0780556
1514147,messina,38.183333,15.566667
409144,temuco,-38.733333,-72.6
1536486,kurume,33.316667,130.516667
300331,gravatai,-29.9426,-50.9933
958827,montpellier,43.61092,3.87723
2107205,batangas,13.7567,121.0584
1531076,hachinohe,40.505,141.491944
618143,xiantao,30.383333,113.4
2981930,henderson,36.0397222,-114.9811111
756130,krefeld,51.333333,6.566667
1530357,fuji,35.15,138.65
1530323,fuchu,35.666667,139.483333
2913414,glendale,33.5386111,-112.1852778
2850801,yungkang,22.9333333,121.1
660502,buenaventura,3.880099,-77.031164
1322830,anantapur,14.683333,77.6
1543619,takasaki,36.333333,139.016667
1333145,farrukhabad,27.4,79.566667
841796,aswan,24.0875,32.8988889
2125268,lapu-lapu,10.310278,123.949444
1913199,tehuacan,18.45,-97.383333
2474595,novorossiysk,44.724386,37.767524
2981118,lincoln,40.8,-96.6666667
639456,yibin,28.699702,104.549173
2653101,berbera,10.4355556,45.0163889
1335632,hapur,28.716667,77.783333
2362243,angarsk,52.536667,103.886389
315017,santa luzia,-19.783333,-43.866667
2950744,louisville,38.2541667,-85.7594444
999561,reading,51.433333,-1.0
2814540,manisa,38.612018,27.426465
2829963,trabzon,41.005,39.726944
3057618,baruta,10.4333333,-66.8833333
1327365,bihar,25.183333,85.516667
1809127,bago,17.3333333,96.4833333
480463,hebi,35.899167,114.1925
2468801,nizhnevartovsk,60.9344,76.5531
1422296,gorgan,36.838659,54.434749
1538952,neyagawa,34.75,135.633333
730524,brunswick,52.266667,10.533333
1894033,nicolas romero,19.621944,-99.313056
1542286,shimonoseki,33.95,130.95
1346098,mau,25.941667,83.561111
1000965,southampton,50.9,-1.4
3038477,norfolk,36.8466667,-76.2855556
2929957,saint petersburg,27.7705556,-82.6794444
564415,rizhao,35.390278,119.545833
3074939,san cristobal,7.7669444,-72.225
731652,chemnitz,50.833333,12.916667
998396,nottingham,52.966667,-1.166667
3135715,vanderbijlpark,-26.711711,27.837949
2481093,orsk,51.204873,58.566848
1523245,verona,45.45,11.0
2755515,udon thani,17.415667,102.785889
999060,plymouth,50.396389,-4.138611
1354542,sagar,23.833333,78.716667
2071849,ica,-14.0680556,-75.7255556
2072827,juliaca,-15.5,-70.1333333
349847,oshawa,43.9,-78.866667
678681,palmira,3.539444,-76.303611
2250185,czestochowa,50.796455,19.124088
1999411,jimeta,9.283333,12.466667
130450,formosa,-26.177534,-58.178139
868881,granada,37.178354,-3.599201
470274,ganzhou,25.85,114.933333
315093,santa maria,-29.683333,-53.8
2871801,kirovohrad,48.513199,32.259702
328974,volta redonda,-22.533333,-44.116667
2305588,porto,41.149606,-8.610993
328025,varzea grande,-15.65,-56.133333
408885,san bernardo,-33.6,-70.716667
312293,praia grande,-24.0,-46.4
1323543,avadi,13.115556,80.101667
2110940,butuan,8.949167,125.543611
1993884,gombe,10.28969,11.167288
1998501,iwo,7.633333,4.183333
696531,santa clara,22.1666667,-79.7666667
1357500,sonipat,28.983333,77.016667
1139953,banda aceh,5.5577,95.3222
1359481,tirupati,13.65,79.416667
300236,governador valadares,-18.85,-41.933333
2856061,morogoro,-6.8166667,37.6666667
722416,aachen,50.770833,6.105278
2140680,san fernando,15.0286,120.6898
1890308,los reyes,19.35,-98.966667
546298,nanyang,32.994722,112.532778
326438,taubate,-23.033333,-45.55
1470594,qarchak,35.439444,51.568889
1396748,borujerd,33.8973,48.7516
290085,barueri,-23.516667,-46.883333
588611,suihua,46.640556,126.996944
668272,floridablanca,7.062222,-73.08644
891209,dire dawa,9.593056,41.866111
1003869,wolverhampton,52.583333,-2.133333
409103,talcahuano,-36.716667,-73.116667
515761,laohekou,32.385833,111.667778
328898,vitoria da conquista,-14.85,-40.85
3133604,richards bay,-28.775417,32.054005
1348079,naihati,22.902778,88.416944
3029558,plano,33.0197222,-96.6986111
3173478,mutare,-18.9666667,32.6666667
656411,zhumadian,32.979444,114.029444
2253335,gdynia,54.5,18.55
308066,novo hamburgo,-29.683333,-51.133333
2353299,pristina,42.666667,21.166667
1166170,cirebon,-6.7063,108.557
1909631,santa catarina,25.683333,-100.466667
483549,heze,35.243056,115.441111
1996851,ikot ekpene,5.181475,7.934195
2887974,rivne,50.623079,26.22743
2624768,ljubljana,46.0552778,14.5144444
1332891,durg,21.183333,81.283333
2652303,ziguinchor,12.5833333,-16.2719444
1480369,sari,36.563319,53.060087
1987383,damaturu,11.747,11.9608
2394949,dzerzhinsk,56.241432,43.455393
1876431,ensenada,31.866667,-116.616667
2827626,tarsus,36.91876,34.878404
1950753,chimoio,-19.1163889,33.4833333
2011114,ondo,7.1,4.833333
294164,cascavel,-24.95,-53.466667
1333081,etawah,26.7769,79.0239
313738,rio branco,-9.966667,-67.8
640756,yining,43.881111,81.245833
1355736,satna,24.583333,80.833333
3060470,cumana,10.4666667,-64.1666667
1250623,pekalongan,-6.8886,109.6753
1894790,obregon,27.483333,-109.933333
505064,jining,41.0275,113.105833
506672,jiujiang,29.60794,115.887205
1532058,hiratsuka,35.323056,139.342222
1523198,venice,45.438611,12.326667
3085642,can tho,10.033333,105.783333
1548872,nakuru,-0.2833333,36.0666667
2380249,bratsk,56.1497,101.6085
1325174,baranagar,22.643333,88.365278
1001450,stoke-on-trent,53.0,-2.183333
327467,uberaba,-19.75,-47.916667
161339,wollongong,-34.424,150.893448
600090,tongliao,43.6125,122.265278
683347,sincelejo,9.304722,-75.397778
1331473,dewas,22.966667,76.066667
2609123,malmo,55.6,13.0
725123,augsburg,48.366667,10.883333
1337107,jalna,19.833333,75.883333
1641680,aqtobe,50.298056,57.181389
3136276,witbank,-25.871331,29.233234
868682,gijon,43.535731,-5.661519
1894770,oaxaca,17.05,-96.716667
1532520,ibaraki,34.816667,135.566667
539733,mianyang,31.459339,104.754235
2825704,sivas,39.748333,37.016111
2018262,umuahia,5.526269,7.489589
763045,monchengladbach,51.2,6.433333
2488714,petrozavodsk,61.796131,34.349295
497455,hulan ergi,47.204167,123.633333
1322180,aizawl,23.724444,92.7175
614738,wuzhou,23.483333,111.316667
640128,yingcheng,30.95,113.55
348310,halifax,44.65,-63.6
2033204,utrecht,52.093813,5.119095
2528163,sterlitamak,53.624619,55.950148
372856,tshikapa,-6.416667,20.8
2121564,iligan,8.230833,124.236111
1968953,windhoek,-22.57,17.0836111
1319330,haifa,32.815556,34.989167
2141529,san pedro,14.3595,121.0473
1327396,bijapur,16.833333,75.7
1289762,tasikmalaya,-7.3274,108.2207
1533866,kakogawa,34.766667,134.85
740255,gelsenkirchen,51.516667,7.05
2950645,lexington-fayette,38.0497222,-84.4586111
790106,wiesbaden,50.083333,8.25
677622,monteria,8.747984,-75.881428
763854,munster,51.966667,7.633333
310329,petropolis,-22.510833,-43.184444
2104677,baguio,16.416389,120.593056
691539,guantanamo,20.1444444,-75.2091667
29709,herat,34.348167,62.199673
1546099,yao,34.616667,135.6
976383,strasbourg,48.600381,7.787355
1336429,ichalkaranji,16.7,74.466667
510050,kashi,39.454722,75.979722
2972120,saint paul,44.9444444,-93.0930556
294394,caucaia,-3.7,-38.65
2426903,komsomolsk-na-amure,50.551986,137.015244
2842490,hsintien,24.95,121.5333333
1531150,hakodate,41.775833,140.736667
415887,mokolo,10.7402778,13.8027778
2317414,brasov,45.633333,25.583333
2912001,anchorage,61.2180556,-149.9002778
2764667,safaqis,34.740556,10.760278
1281084,sukabumi,-6.918056,106.926667
2012233,owo,7.196195,5.586806
823581,cuenca,-2.8833333,-78.9833333
131309,jujuy,-24.194565,-65.297116
1442217,khomeynishahr,32.700175,51.521134
2430300,kostroma,57.766468,40.926864
1997424,ilesha,8.916667,3.416667
351795,windsor,42.333333,-83.033333
2868637,horlivka,48.346981,38.054189
2532495,taganrog,47.23617,38.896878
1939949,kota bahru,6.133275,102.238603
3075773,santa teresa,10.2313889,-66.6636111
2987717,buffalo,42.8863889,-78.8786111
2984705,newark,40.7355556,-74.1727778
1532614,ichinomiya,35.3,136.8
3026640,corpus christi,27.8002778,-97.3961111
192688,barisal,22.7,90.3666667
446063,chuzhou,32.321944,118.297778
1913920,tepic,21.5,-104.9
2083844,tacna,-18.0055556,-70.2483333
208651,narsingdi,23.9208333,90.7180556
2791304,gebze,40.802758,29.430684
670882,itagui,6.171944,-75.611389
2901318,zhytomyr,50.264868,28.676691
1211845,kupang,-10.166667,123.583333
409300,valparaiso,-33.047778,-71.601111
1242659,palu,-0.8917,119.8707
1327487,bilaspur,22.083333,82.15
2464848,nalchik,43.498056,43.618889
127933,bahia blanca,-38.719595,-62.272432
2112158,cainta,14.5786,121.1222
1322501,alwar,27.566667,76.6
325808,suzano,-23.533333,-46.333333
3098352,nha trang,12.25,109.183333
1532572,ichihara,35.516667,140.083333
1989225,ede,7.733333,4.433333
2097468,port moresby,-9.4647222,147.1925
3057482,barinas,8.6291667,-70.2072222
959899,nantes,47.216509,-1.552379
752203,karlsruhe,49.004722,8.385833
845976,ismailia,30.5833333,32.2666667
1940100,kuala terengganu,5.3302,103.1408
328301,viamao,-30.083333,-51.033333
211735,rangpur,25.75,89.25
884659,vigo,42.232823,-8.722637
1330830,darbhanga,26.166667,85.9
3090805,hue,16.466667,107.6
2130184,mandaue,10.323611,123.922222
497088,huizhou,23.083333,114.4
427765,beihai,21.483333,109.1
2922538,stockton,37.9577778,-121.2897222
351574,victoria,48.433333,-123.35
2644499,kaolack,14.15,-16.0666667
1350738,parbhani,19.266667,76.783333
304623,limeira,-22.561667,-47.402778
309675,paulista,-7.95,-34.883333
2200968,kasur,31.115556,74.446667
410030,bafoussam,5.4666667,10.4166667
2533066,tambov,52.731689,41.443262
3059890,ciudad bolivar,8.1222222,-63.5497222
2918108,bakersfield,35.3733333,-119.0177778
2855272,mbeya,-8.9,33.45
2245422,bialystok,53.133333,23.15
2006238,minna,9.613889,6.556944
311285,ponta grossa,-25.083333,-50.15
2004976,makurdi,7.7411,8.5121
1651452,semey,50.411111,80.2275
1350517,panipat,29.388889,76.968056
1338431,kakinada,16.933333,82.216667
299479,foz do iguacu,-25.55,-54.583333
290615,blumenau,-26.9222,-49.0615
2324469,galati,45.45,28.05
2893226,sumy,50.921597,34.800294
409349,vina del mar,-33.008056,-71.519722
2555826,vologda,59.2187,39.8886
533418,luzhou,28.872391,105.44049
1546238,yokkaichi,34.966667,136.616667
1527809,irbid,32.555556,35.85
1353451,rampur,28.816667,79.033333
1336195,hisar,29.166667,75.716667
1324492,bally,22.646111,88.340278
1529057,akashi,34.633333,134.983333
2921969,riverside,33.9533333,-117.3952778
2863587,cherkasy,49.428536,32.06207
1325202,barasat,22.684167,88.441111
1534759,kasugai,35.233333,136.983333
1188954,jember,-8.1705,113.702
2103056,angeles,15.1406,120.591
133317,parana,-31.731967,-60.523802
988583,bradford,53.783333,-1.75
2923369,aurora,39.7294444,-104.8313889
1163784,cilegon,-6.0144,106.0542
2530422,surgut,61.25,73.416667
2213187,mardan,34.201946,72.052539
331713,brest,52.1,23.7
1438257,kashan,33.9888,51.4773
2189944,gujrat,32.572842,74.078969
1325260,barddhaman,23.240556,87.869444
989414,cardiff,51.5,-3.2
2774542,batman,37.887378,41.132208
995226,kingston upon hull,53.716667,-0.333333
1504685,bari,41.133333,16.85
2508100,saransk,54.1838,45.1749
2320733,constanta,44.183333,28.65
2321405,craiova,44.316667,23.8
1353035,rajamahendri,16.983333,81.783333
299515,franca,-20.533333,-47.4
1342539,kulti,23.733333,86.85
1349460,nizamabad,18.666667,78.116667
3124809,brakpan,-26.236561,28.369378
1863996,celaya,20.516667,-100.816667
312125,porto velho,-8.766667,-63.9
2999099,cincinnati,39.1619444,-84.4569444
843393,el faiyum,29.3077778,30.84
1333237,firozabad,27.15,78.416667
460881,dongying,37.456389,118.485556
1945041,tawau,4.2498,117.8871
3002579,toledo,41.6638889,-83.5552778
1508281,catania,37.5,15.1
1359862,tumkur,13.342222,77.101667
2863668,chernihiv,51.505507,31.284875
261386,varna,43.2166667,27.9166667
684704,valledupar,10.46314,-73.253224
1877713,general escobedo,25.816667,-100.333333
2387478,chita,52.031712,113.500867
990616,coventry,52.416667,-1.55
1912460,tampico,22.3,-97.85
1912461,tampico,22.216667,-97.85
760882,mannheim,49.488333,8.464722
1148206,bengkulu,-3.8,102.266667
3124760,botshabelo,-29.123036,26.773654
405115,antofagasta,-23.65,-70.4
2554868,vladimir,56.136547,40.396576
300644,guaruja,-24.0,-46.266667
504328,jingdezhen,29.2947,117.207887
864600,cordoba,37.89155,-4.772748
305892,maringa,-23.416667,-51.916667
2079476,pucallpa,-8.3825,-74.5380556
2385276,cherepovets,59.133333,37.9
600107,tongling,30.933333,117.816667
328912,vitoria,-20.316667,-40.35
2067626,cusco,-13.5183333,-71.9780556
505901,jinxi,40.764317,120.85327
2785418,denizli,37.774167,29.0875
1866194,coacalco,19.631667,-99.110278
133624,posadas,-27.367077,-55.896078
1996671,ikorodu,6.615483,3.508673
683434,soacha,4.579368,-74.216819
729013,bonn,50.733333,7.1
1286511,tambun,-6.105278,107.222222
2339619,timisoara,45.749444,21.227222
659175,armenia,4.533889,-75.681111
884030,valladolid,41.655181,-4.72372
1985127,bauchi,10.313441,9.843273
2112311,calamba,14.2118,121.1655
2320347,cluj-napoca,46.766667,23.6
422098,baicheng,45.616667,122.816667
713812,ostrava,49.811852,18.255282
1354198,rohtak,28.9,76.566667
2259371,katowice,50.258415,19.027545
333982,hrodna,53.6813889,23.8147222
2554716,vladikavkaz,43.036667,44.667778
1535996,koshigaya,35.883333,139.783333
2886160,poltava,49.593727,34.540733
2326767,iasi,47.166667,27.6
3051063,andijon,40.6541667,72.3575
1226882,mataram,-8.583333,116.116667
572269,shangrao,28.453221,117.968604
1414606,eslamshahr,35.5605,51.2346
1649915,oskemen,49.978889,82.610278
691750,holguin,20.8872222,-76.2630556
2463383,murmansk,68.979174,33.092514
3054970,samarkand,39.6541667,66.9597222
3012290,pittsburgh,40.4405556,-79.9961111
1356471,shimoga,13.922222,75.573611
287221,anapolis,-16.333333,-48.966667
1895616,pachuca,20.116667,-98.733333
414801,maroua,10.5955556,14.3247222
1529101,akita,39.716667,140.116667
2065271,chimbote,-9.0833333,-78.6
1356152,shahjahanpur,27.883333,79.916667
2870728,kherson,46.655814,32.6178
310107,pelotas,-31.766667,-52.333333
2651403,thies,14.8,-16.9333333
2978183,saint louis,38.6272222,-90.1977778
2520433,smolensk,54.7818,32.0401
2059758,san miguelito,9.0333333,-79.5
303568,jundiai,-23.183333,-46.866667
685222,villavicencio,4.142002,-73.626645
2556131,volzhskiy,48.785832,44.77973
152621,canberra,-35.27603,149.13435
317127,sao vicente,-23.966667,-46.383333
2930263,tampa,27.9472222,-82.4586111
1328092,brahmapur,19.316667,84.783333
1359163,thrissur,10.516667,76.216667
306797,moji das cruzes,-23.516667,-46.183333
1326998,bhilwara,25.35,74.633333
2079076,piura,-5.2,-80.6333333
636235,yanji,42.771389,129.423333
727693,bielefeld,52.033333,8.533333
2520951,sochi,43.599167,39.725689
293304,canoas,-29.933333,-51.183333
1239953,pacet,-6.750278,107.046667
1328962,chandrapur,19.95,79.3
1740341,asfi,32.299392,-9.237181
1650056,pavlodar,52.3,76.95
1351107,patiala,30.326667,76.400278
2663830,soyapango,13.7347222,-89.1513889
1442443,khorramabad,33.487778,48.355833
263354,bujumbura,-3.3761111,29.36
1346001,mathura,27.5,77.683333
293874,cariacica,-20.266667,-40.416667
1442504,khorramshahr,30.4397,48.1664
256601,plovdiv,42.15,24.75
307003,montes claros,-16.716667,-43.866667
2897304,vinnitsa,49.232776,28.480968
2849417,tucheng,24.9833333,121.4333333
2594033,wad madani,14.4,33.5333333
1338877,kamarhati,22.671111,88.374722
1347455,muzaffarpur,26.116667,85.4
2480691,orel,52.965076,36.078495
1471748,qazvin,36.2797,50.0049
2917977,anaheim,33.8352778,-117.9136111
598527,tieling,42.293056,123.841389
2840872,fengshan,22.6333333,120.35
290170,bauru,-22.316667,-49.066667
687674,san jose,9.933333,-84.083333
302068,itaquaquecetuba,-23.483333,-46.35
1326082,bellary,15.15,76.933333
215372,tungi,23.89,90.4058333
1534917,kawagoe,35.908611,139.485278
2996167,raleigh,35.7719444,-78.6388889
305015,macapa,0.033333,-51.05
2411785,kaluga,54.529302,36.275415
995768,leicester,52.633333,-1.133333
995769,leicester,52.664913,-1.034894
1544416,tokorozawa,35.786389,139.467778
1880134,irapuato,20.683333,-101.35
419723,aksu,41.123056,80.264444
1534740,kashiwa,35.854444,139.968889
1535964,koriyama,37.4,140.383333
1998081,iseyin,7.966667,3.6
1322621,ambattur,13.076667,80.088611
2850898,arusha,-3.3666667,36.6833333
2196648,jhang,31.306773,72.32814
960400,nice,43.713644,7.25952
2577512,buraydah,26.325986,43.974966
310690,piracicaba,-22.716667,-47.633333
653726,zhongshan,22.520576,113.382318
683475,soledad,10.918433,-74.76459
2922167,santa ana,33.7455556,-117.8669444
2438799,kurgan,55.45,65.333333
1868344,cuernavaca,18.916667,-99.25
354658,boma,-5.85,13.05
2363682,arkhangelsk,64.5401,40.5433
3076651,turmero,10.2333333,-67.4833333
2313509,doha,25.286667,51.533333
561821,qitaihe,45.8,130.85
2589690,kusti,13.1666667,32.6666667
2369683,belgorod,50.610743,36.580152
1641910,astana,51.181111,71.427778
390604,zurich,47.366667,8.55
441158,chifeng,42.268333,118.963611
349065,london,42.983333,-81.25
1510706,florence,43.766667,11.25
689187,camaguey,21.3808333,-77.9169444
292800,campina grande,-7.216667,-35.883333
1343622,latur,18.4,76.583333
1478331,sanandaj,35.3144,46.9923
858710,bilbao,43.260919,-2.938764
1894596,nuevo laredo,27.5,-99.516667
1347453,muzaffarnagar,29.466667,77.683333
1880347,ixtapaluca,19.316667,-98.883333
1026511,tema,5.6166667,-0.0166667
1543159,suita,34.75,135.533333
420757,anshun,26.25,105.933333
2897309,vinnytsya,49.232776,28.480968
1859091,apodaca,25.766667,-100.2
1540187,okazaki,34.916667,137.15
678035,neiva,2.927299,-75.281885
1062185,thessaloniki,40.6402778,22.9438889
1543689,takatsuki,34.85,135.616667
1891844,mazatlan,23.216667,-106.416667
1267252,samarinda,-0.5,117.15
2948376,wichita,37.6922222,-97.3372222
2579546,tabuk,28.399804,36.571505
1134333,ambon,-3.695426,128.181405
1529392,asahikawa,43.767778,142.370278
2104151,bacoor,14.459027,120.929034
1533408,iwaki,37.05,140.883333
1500997,zanjan,36.6736,48.4787
567285,sanmenxia,34.774722,111.181389
676636,manizales,5.06889,-75.517383
1652793,taraz,42.9,71.366667
420673,anqing,30.509167,117.050556
133003,neuquen,-38.951606,-68.059102
2267154,lublin,51.25,22.566667
2543450,ulan-ude,51.826053,107.609794
1026295,tamale,9.4,-0.8333333
2846512,sanchung,25.0630556,121.4638889
293813,carapicuiba,-23.516667,-46.833333
2233534,shekhupura,31.713056,73.978333
1326379,bhagalpur,25.25,87.0
650995,zhaoqing,23.051157,112.459722
1544756,toyota,35.083333,137.15
1917271,villahermosa,17.983333,-92.916667
2527646,stavropol,45.0428,41.9734
791819,wuppertal,51.266667,7.183333
2048240,christchurch,-43.533333,172.633333
2209208,larkana,27.555082,68.214137
1761315,tetouan,35.571091,-5.372424
871772,las palmas,28.099727,-15.41343
1917750,xico,19.266667,-98.933333
3073266,petare,10.4833333,-66.8166667
1940110,kuantan,3.8077,103.326
2248256,bydgoszcz,53.127062,18.019987
308356,olinda,-8.016667,-34.85
1332106,dhule,20.9,74.783333
1322109,ahmadnagar,19.083333,74.733333
1505136,bologna,44.483333,11.333333
3025726,arlington,32.7355556,-97.1077778
2971701,minneapolis,44.98,-93.2636111
1379002,abadan,30.3392,48.3043
1321407,tel aviv-yafo,32.067778,34.764722
233219,bobo dioulasso,11.2,-4.3
2831818,van,38.492393,43.38311
555020,pingxiang,27.616667,113.85
1995794,ife,7.466667,4.566667
1943544,seremban,2.7297,101.9381
2923583,colorado springs,38.8338889,-104.8208333
630598,xuanhua,40.610278,115.044722
1711627,kaunas,54.9,23.9
316493,sao jose do rio preto,-20.8,-49.383333
102871,tirana,41.3275,19.8188889
2848450,taoyuan,24.9869444,121.3055556
2753779,nonthaburi,13.862167,100.513417
2801177,kahramanmaras,37.584705,36.926405
2877427,makiyivka,48.047816,37.925764
654800,zhoukou,33.633333,114.633333
1106176,delmas,18.5447222,-72.3027778
702165,brno,49.2,16.633333
1164260,cimahi,-6.698333,107.275278
1544718,toyohashi,34.766667,137.383333
2840277,chungho,24.9944444,121.4727778
1350515,panihati,22.694167,88.374444
3128662,krugersdorp,-26.092835,27.790701
876479,palma,39.574337,2.655222
456016,dezhou,37.448611,116.2925
2070835,huancayo,-12.0666667,-75.2333333
2469863,nizhniy tagil,57.919444,59.965
294452,caxias do sul,-29.1689,-51.1785
3004806,tulsa,36.1538889,-95.9925
679031,pasto,1.213611,-77.281111
2929260,miami,25.7738889,-80.1938889
1530573,fukuyama,34.483333,133.366667
290530,betim,-19.966667,-44.216667
2936286,honolulu,21.3069444,-157.8583333
1544735,toyonaka,34.783333,135.466667
265311,abomey-calavi,6.45,2.35
306290,maua,-23.666667,-46.45
1734924,misratah,32.3783333,15.0905556
728551,bochum,51.483333,7.216667
293013,campos,-21.75,-41.3
2121609,iloilo,10.696944,122.564444
1072472,bissau,11.85,-15.5833333
1960986,nampula,-15.1197222,39.2647222
2754622,samut prakan,13.600417,100.596778
129422,corrientes,-27.480596,-58.834099
296749,diadema,-23.7,-46.616667
63360,qandahar,31.613323,65.710126
1943341,sandakan,5.8402,118.1179
627596,xinpu,34.599722,119.159444
659945,bello,6.337315,-75.557951
410199,bamenda,5.9333333,10.1666667
838060,tallinn,59.4338889,24.7280556
317626,serra,-20.116667,-40.3
1341794,kollam,8.880556,76.591667
2822162,samsun,41.286667,36.33
3146263,ndola,-12.9666667,28.6333333
2921317,oakland,37.8044444,-122.2697222
1530390,fujisawa,35.341944,139.47
